Open Num,Trial Num,Run Num,Home Care Death,Home Care Recovered,Outpatient Death,Outpatient Recovered,Inpatient Death,Inpatient Recovered,Turned Away Death,Turned Away Recovered,
1,10,175,0,1144,19,880,55,483,18,222,
1,11,176,0,1182,13,890,41,507,28,212,
1,12,177,0,1206,17,900,36,505,26,218,
1,13,178,0,1139,14,860,52,500,16,203,
1,14,179,0,1217,15,910,45,504,31,200,
1,15,180,0,1145,15,899,43,512,24,229,
1,1,181,0,1173,16,902,45,517,19,204,
1,2,182,0,1206,14,880,43,522,29,269,
1,3,183,0,1168,11,892,41,492,18,241,
1,4,184,0,1143,22,859,45,515,37,270,
1,5,185,0,1141,14,878,49,508,26,222,
1,6,186,0,1194,16,834,40,506,28,211,
1,7,187,0,1205,20,826,33,517,20,216,
1,8,188,0,1209,20,836,44,514,21,228,
1,9,189,0,1192,22,886,44,504,21,234,
1,10,190,0,1144,19,880,50,487,15,235,
1,11,191,0,1182,13,890,40,508,29,211,
1,12,192,0,1206,17,900,34,500,21,244,
1,13,193,0,1139,14,860,47,497,24,205,
1,14,194,0,1217,15,910,40,513,33,194,
1,15,195,0,1145,15,899,43,513,24,229,
1,1,196,0,1173,16,902,45,516,18,213,
1,2,197,0,1206,14,880,45,535,32,246,
1,3,198,0,1168,11,892,41,493,18,239,
1,4,199,0,1143,22,859,47,513,36,269,
1,5,200,0,1141,14,878,49,508,26,222,
1,6,201,0,1194,16,834,40,512,34,199,
1,7,202,0,1205,20,826,34,516,20,216,
1,8,203,0,1209,20,836,44,514,21,228,
1,9,204,0,1192,22,886,44,505,21,233,
1,10,205,0,1144,19,880,50,488,14,234,
1,11,206,0,1182,13,890,46,504,23,212,
1,12,207,0,1206,17,900,38,498,18,245,
1,13,208,0,1139,14,860,49,496,22,203,
1,14,209,0,1217,15,910,41,512,33,194,
1,15,210,0,1145,15,899,43,513,24,229,
1,1,211,0,1173,16,902,47,514,21,202,
1,2,212,0,1206,14,880,40,541,40,237,
1,3,213,0,1168,11,892,43,490,19,238,
1,4,214,0,1143,22,859,40,542,35,238,
1,5,215,0,1141,14,878,49,508,26,222,
1,6,216,0,1194,16,834,42,511,30,202,
1,7,217,0,1205,20,826,34,516,20,216,
1,8,218,0,1209,20,836,44,514,21,228,
1,9,219,0,1192,22,886,44,505,21,233,
1,10,220,0,1144,19,880,53,486,17,229,
1,11,221,0,1182,13,890,44,503,25,216,
1,12,222,0,1206,17,900,31,515,24,214,
1,13,223,0,1139,14,860,49,496,22,203,
1,14,224,0,1217,15,910,41,512,33,194,
1,15,225,0,1145,15,899,43,513,24,216,
1,1,226,0,1173,16,902,44,516,18,205,
1,2,227,0,1206,14,880,40,541,40,237,
1,3,228,0,1168,11,892,43,490,19,238,
1,4,229,0,1143,22,859,39,525,38,272,
1,5,230,0,1141,14,878,49,508,26,222,
1,6,231,0,1194,16,834,42,512,36,195,
1,7,232,0,1205,20,826,34,516,20,216,
1,8,233,0,1209,20,836,44,514,21,228,
1,9,234,0,1192,22,886,44,505,21,233,
1,10,235,0,1144,19,880,50,495,15,228,
1,11,236,0,1182,13,890,44,503,25,216,
1,12,237,0,1206,17,900,32,517,22,214,
1,13,238,0,1139,14,860,49,496,22,203,
1,14,239,0,1217,15,910,43,511,32,194,
1,15,240,0,1145,15,899,43,513,24,229,
1,1,241,0,1173,16,902,44,516,18,214,
1,2,242,0,1206,14,880,40,541,40,237,
1,3,243,0,1168,11,892,43,490,19,238,
1,4,244,0,1143,22,859,39,525,37,272,
1,5,245,0,1141,14,878,49,508,26,222,
1,6,246,0,1194,16,834,44,515,32,198,
1,7,247,0,1205,20,826,33,517,20,216,
1,8,248,0,1209,20,836,44,514,21,228,
1,9,249,0,1192,22,886,44,505,21,233,
1,10,250,0,1144,19,880,51,493,15,227,
1,11,251,0,1182,13,890,38,511,23,216,
1,12,252,0,1206,17,900,34,511,24,215,
1,13,253,0,1139,14,860,49,496,22,203,
1,14,254,0,1217,15,910,45,506,28,201,
1,15,255,0,1145,15,899,43,513,24,229,
1,1,256,0,1173,16,902,44,516,17,215,
1,2,257,0,1206,14,880,40,541,40,237,
1,3,258,0,1168,11,892,43,490,19,238,
1,4,259,0,1143,22,859,39,525,37,271,
1,5,260,0,1141,14,878,49,508,26,222,
1,6,261,0,1194,16,834,40,512,31,203,
1,7,262,0,1205,20,826,34,517,20,215,
1,8,263,0,1209,20,836,44,514,21,228,
1,9,264,0,1192,22,886,44,505,21,233,
1,10,265,0,1144,19,880,51,494,15,222,
1,11,266,0,1182,13,890,37,520,24,210,
1,12,267,0,1206,17,900,34,511,24,215,
1,13,268,0,1139,14,860,49,496,22,203,
1,14,269,0,1217,15,910,45,506,28,201,
1,15,270,0,1145,15,899,43,513,24,229,
1,1,271,0,1173,16,902,44,516,17,215,
1,2,272,0,1206,14,880,40,541,40,237,
1,3,273,0,1168,11,892,43,490,19,238,
1,4,274,0,1143,22,859,39,525,37,270,
1,5,275,0,1141,14,878,49,508,26,222,
1,6,276,0,1194,16,834,41,521,33,190,
1,7,277,0,1205,20,826,35,516,20,215,
1,8,278,0,1209,20,836,44,514,21,228,
1,9,279,0,1192,22,886,44,505,21,233,
1,10,280,0,1144,19,880,53,493,15,221,
1,11,281,0,1182,13,890,37,520,24,210,
1,12,282,0,1206,17,900,34,511,24,215,
1,13,283,0,1139,14,860,49,496,22,203,
1,14,284,0,1217,15,910,45,506,28,201,
1,15,285,0,1145,15,899,43,513,24,229,
1,1,286,0,1173,16,902,44,516,17,215,
1,2,287,0,1206,14,880,40,541,40,237,
1,3,288,0,1168,11,892,43,490,19,238,
1,4,289,0,1143,22,859,39,525,37,270,
1,5,290,0,1141,14,878,49,508,26,222,
1,6,291,0,1194,16,834,44,511,30,201,
1,7,292,0,1205,20,826,34,518,19,216,
1,8,293,0,1209,20,836,44,514,21,228,
1,9,294,0,1192,22,886,44,505,21,233,
1,10,295,0,1144,19,880,52,494,14,222,
1,11,296,0,1182,13,890,37,520,24,210,
1,12,297,0,1206,17,900,34,511,24,215,
1,13,298,0,1139,14,860,49,496,22,203,
1,14,299,0,1217,15,910,45,506,28,201,
1,15,300,0,1145,15,899,43,513,24,229,
1,1,301,0,1173,16,902,44,516,17,215,
1,2,302,0,1206,14,880,40,541,40,237,
1,3,303,0,1168,11,892,43,490,19,238,
1,4,304,0,1143,22,859,39,525,37,270,
1,5,305,0,1141,14,878,49,508,26,222,
1,6,306,0,1194,16,834,44,511,30,201,
1,7,307,0,1205,20,826,35,517,19,216,
1,8,308,0,1209,20,836,44,514,21,228,
1,9,309,0,1192,22,886,44,505,21,233,
1,10,310,0,1144,19,880,51,494,14,212,
1,11,311,0,1182,13,890,37,520,24,210,
1,12,312,0,1206,17,900,34,511,24,215,
1,13,313,0,1139,14,860,49,496,22,203,
1,14,314,0,1217,15,910,45,506,28,201,
1,15,315,0,1145,15,899,43,513,24,229,
1,1,316,0,1173,16,902,44,516,17,215,
1,2,317,0,1206,14,880,40,541,40,237,
1,3,318,0,1168,11,892,43,490,19,238,
1,4,319,0,1143,22,859,39,525,37,270,
1,5,320,0,1141,14,878,49,508,26,222,
1,6,321,0,1194,16,834,44,511,30,201,
1,7,322,0,1205,20,826,35,516,20,215,
1,8,323,0,1209,20,836,44,514,21,228,
1,9,324,0,1192,22,886,44,505,21,233,
1,10,325,0,1144,19,880,52,495,15,219,
1,11,326,0,1182,13,890,37,520,24,210,
1,12,327,0,1206,17,900,34,511,24,215,
1,13,328,0,1139,14,860,49,496,22,203,
1,14,329,0,1217,15,910,45,506,28,201,
1,15,330,0,1145,15,899,43,513,24,229,
1,1,331,0,1173,16,902,44,516,17,215,
1,2,332,0,1206,14,880,40,541,40,237,
1,3,333,0,1168,11,892,43,490,19,238,
1,4,334,0,1143,22,859,39,525,37,270,
1,5,335,0,1141,14,878,49,508,26,222,
1,6,336,0,1194,16,834,44,511,30,201,
1,7,337,0,1205,20,826,35,516,20,215,
1,8,338,0,1209,20,836,44,514,21,228,
1,9,339,0,1192,22,886,44,505,21,233,
1,10,340,0,1144,19,880,52,495,15,219,
1,11,341,0,1182,13,890,37,520,24,210,
1,12,342,0,1206,17,900,34,511,24,215,
1,13,343,0,1139,14,860,49,496,22,203,
1,14,344,0,1217,15,910,45,506,28,201,
1,15,345,0,1145,15,899,43,513,24,229,
1,1,346,0,1173,16,902,44,516,17,215,
1,2,347,0,1206,14,880,40,541,40,237,
1,3,348,0,1168,11,892,43,490,19,238,
1,4,349,0,1143,22,859,39,525,37,270,
1,5,350,0,1141,14,878,49,508,26,222,
1,6,351,0,1194,16,834,44,511,30,201,
1,7,352,0,1205,20,826,35,516,20,215,
1,8,353,0,1209,20,836,44,514,21,228,
1,9,354,0,1192,22,886,44,505,21,233,
1,10,355,0,1144,19,880,52,495,15,219,
1,11,356,0,1182,13,890,37,520,24,210,
1,12,357,0,1206,17,900,34,511,24,215,
1,13,358,0,1139,14,860,49,496,22,203,
1,14,359,0,1217,15,910,45,506,28,201,
1,15,360,0,1145,15,899,43,513,24,229,
1,1,361,0,1173,16,902,44,516,17,215,
1,2,362,0,1206,14,880,40,541,40,237,
1,3,363,0,1168,11,892,43,490,19,238,
1,4,364,0,1143,22,859,39,525,37,270,
1,5,365,0,1141,14,878,49,508,26,222,
1,6,366,0,1194,16,834,44,511,30,201,
1,7,367,0,1205,20,826,35,516,20,215,
1,8,368,0,1209,20,836,44,514,21,228,
1,9,369,0,1192,22,886,44,505,21,233,
1,10,370,0,1144,19,880,51,495,12,223,
1,11,371,0,1182,13,890,37,520,24,210,
1,12,372,0,1206,17,900,34,511,24,215,
1,13,373,0,1139,14,860,49,496,22,203,
1,14,374,0,1217,15,910,45,506,28,201,
1,15,375,0,1145,15,899,43,513,24,229,
1,1,376,0,1173,16,902,44,516,17,215,
1,2,377,0,1206,14,880,40,541,40,237,
1,3,378,0,1168,11,892,43,490,19,238,
1,4,379,0,1143,22,859,39,525,37,270,
1,5,380,0,1141,14,878,49,508,26,222,
1,6,381,0,1194,16,834,44,511,30,201,
1,7,382,0,1205,20,826,35,516,20,215,
1,8,383,0,1209,20,836,44,514,21,228,
1,9,384,0,1192,22,886,44,505,21,233,
1,10,385,0,1144,19,880,52,494,11,228,
1,11,386,0,1182,13,890,37,520,24,210,
1,12,387,0,1206,17,900,34,511,24,215,
1,13,388,0,1139,14,860,49,496,22,203,
1,14,389,0,1217,15,910,45,506,28,201,
1,15,390,0,1145,15,899,43,513,24,229,
1,1,391,0,1173,16,902,49,502,18,195,
1,2,392,0,1206,14,880,48,519,33,264,
1,3,393,0,1168,11,892,48,495,11,236,
1,4,394,0,1143,22,859,40,528,37,261,
1,5,395,0,1141,14,878,49,520,26,217,
1,6,396,0,1194,16,834,37,526,25,197,
1,7,397,0,1205,20,826,39,539,15,193,
1,8,398,0,1209,20,836,52,522,17,213,
1,9,399,0,1192,22,886,41,518,16,228,
1,10,400,0,1144,19,880,49,500,20,209,
1,11,401,0,1182,13,890,43,517,20,207,
1,12,402,0,1206,17,900,48,493,10,221,
1,13,403,0,1139,14,860,58,501,13,197,
1,14,404,0,1217,15,910,44,516,26,181,
1,15,405,0,1145,15,899,46,523,21,201,
1,1,406,0,1173,16,902,43,527,26,181,
1,2,407,0,1206,14,880,39,549,32,234,
1,3,408,0,1168,11,892,47,488,18,251,
1,4,409,0,1143,22,859,38,535,38,255,
1,5,410,0,1141,14,878,49,522,27,213,
1,6,411,0,1194,16,834,35,532,28,189,
1,7,412,0,1205,20,826,45,536,20,185,
1,8,413,0,1209,20,836,44,535,12,212,
1,9,414,0,1192,22,886,39,524,19,220,
1,10,415,0,1144,19,880,47,499,19,208,
1,11,416,0,1182,13,890,45,514,19,208,
1,12,417,0,1206,17,900,51,495,11,214,
1,13,418,0,1139,14,860,59,507,18,184,
1,14,419,0,1217,15,910,45,528,29,163,
1,15,420,0,1145,15,899,48,528,23,193,
1,1,421,0,1173,16,902,41,534,22,180,
1,2,422,0,1206,14,880,49,546,30,228,
1,3,423,0,1168,11,892,54,504,13,220,
1,4,424,0,1143,22,859,41,537,39,248,
1,5,425,0,1141,14,878,48,527,22,212,
1,6,426,0,1194,16,834,32,540,27,184,
1,7,427,0,1205,20,826,40,547,17,182,
1,8,428,0,1209,20,836,43,540,15,204,
1,9,429,0,1192,22,886,44,528,16,212,
1,10,430,0,1144,19,880,48,501,22,201,
1,11,431,0,1182,13,890,38,542,17,189,
1,12,432,0,1206,17,900,49,510,14,193,
1,13,433,0,1139,14,860,52,525,17,173,
1,14,434,0,1217,15,910,41,535,26,163,
1,15,435,0,1145,15,899,48,548,24,171,
1,1,436,0,1173,16,902,31,548,19,178,
1,2,437,0,1206,14,880,34,579,31,210,
1,3,438,0,1168,11,892,44,520,17,209,
1,4,439,0,1143,22,859,51,534,41,241,
1,5,440,0,1141,14,878,42,538,20,209,
1,6,441,0,1194,16,834,40,534,27,181,
1,7,442,0,1205,20,826,46,543,15,180,
1,8,443,0,1209,20,836,46,545,17,194,
1,9,444,0,1192,22,886,38,538,15,208,
1,10,445,0,1144,19,880,63,491,18,200,
1,11,446,0,1182,13,890,39,559,15,174,
1,12,447,0,1206,17,900,30,536,17,183,
1,13,448,0,1139,14,860,40,538,20,168,
1,14,449,0,1217,15,910,36,544,23,162,
1,15,450,0,1145,15,899,46,557,23,178,
1,1,451,0,1173,16,902,28,558,16,157,
1,2,452,0,1206,14,880,30,587,30,206,
1,3,453,0,1168,11,892,52,513,13,208,
1,4,454,0,1143,22,859,56,533,41,236,
1,5,455,0,1141,14,878,43,542,24,200,
1,6,456,0,1194,16,834,39,542,22,178,
1,7,457,0,1205,20,826,52,544,15,174,
1,8,458,0,1209,20,836,43,552,13,181,
1,9,459,0,1192,22,886,40,549,15,194,
1,10,460,0,1144,19,880,61,496,18,196,
1,11,461,0,1182,13,890,37,556,20,170,
1,12,462,0,1206,17,900,40,521,13,208,
1,13,463,0,1139,14,860,50,534,17,164,
1,14,464,0,1217,15,910,37,552,26,150,
1,15,465,0,1145,15,899,48,557,20,179,
1,1,466,0,1173,16,902,30,559,17,153,
1,2,467,0,1206,14,880,29,591,27,205,
1,3,468,0,1168,11,892,43,526,12,204,
1,4,469,0,1143,22,859,51,547,30,233,
1,5,470,0,1141,14,878,44,546,21,197,
1,6,471,0,1194,16,834,40,544,25,171,
1,7,472,0,1205,20,826,47,549,15,173,
1,8,473,0,1209,20,836,51,562,13,180,
1,9,474,0,1192,22,886,36,552,15,195,
1,10,475,0,1144,19,880,54,507,15,195,
1,11,476,0,1182,13,890,37,558,15,173,
1,12,477,0,1206,17,900,39,538,18,171,
1,13,478,0,1139,14,860,44,544,18,159,
1,14,479,0,1217,15,910,38,554,23,142,
1,15,480,0,1145,15,899,49,562,29,164,
1,1,481,0,1173,16,902,28,563,20,147,
1,2,482,0,1206,14,880,33,583,27,208,
1,3,483,0,1168,11,892,47,512,13,227,
1,4,484,0,1143,22,859,52,567,29,207,
1,5,485,0,1141,14,878,40,554,15,198,
1,6,486,0,1194,16,834,47,543,23,166,
1,7,487,0,1205,20,826,46,559,10,164,
1,8,488,0,1209,20,836,54,559,12,176,
1,9,489,0,1192,22,886,37,557,19,183,
1,10,490,0,1144,19,880,47,532,13,191,
1,11,491,0,1182,13,890,37,566,16,163,
1,12,492,0,1206,17,900,37,543,18,168,
1,13,493,0,1139,14,860,39,561,16,149,
1,14,494,0,1217,15,910,37,566,22,135,
1,15,495,0,1145,15,899,49,565,27,163,
1,1,496,0,1173,16,902,29,566,16,147,
1,2,497,0,1206,14,880,33,579,22,205,
1,3,498,0,1168,11,892,39,539,15,194,
1,4,499,0,1143,22,859,55,568,27,204,
1,5,500,0,1141,14,878,49,549,19,189,
1,6,501,0,1194,16,834,41,552,19,166,
1,7,502,0,1205,20,826,46,562,11,164,
1,8,503,0,1209,20,836,58,557,15,161,
1,9,504,0,1192,22,886,36,562,14,184,
1,10,505,0,1144,19,880,51,530,19,182,
1,11,506,0,1182,13,890,41,569,21,150,
1,12,507,0,1206,17,900,38,546,14,168,
1,13,508,0,1139,14,860,44,548,20,144,
1,14,509,0,1217,15,910,47,560,26,127,
1,15,510,0,1145,15,899,49,568,21,165,
1,1,511,0,1173,16,902,32,565,16,145,
1,2,512,0,1206,14,880,28,597,31,194,
1,3,513,0,1168,11,892,46,542,16,182,
1,4,514,0,1143,22,859,49,578,28,198,
1,5,515,0,1141,14,878,41,561,18,185,
1,6,516,0,1194,16,834,41,565,25,148,
1,7,517,0,1205,20,826,45,561,15,161,
1,8,518,0,1209,20,836,49,566,15,156,
1,9,519,0,1192,22,886,35,567,16,167,
1,10,520,0,1144,19,880,53,531,21,176,
1,11,521,0,1182,13,890,49,572,19,136,
1,12,522,0,1206,17,900,36,550,18,162,
1,13,523,0,1139,14,860,35,560,18,142,
1,14,524,0,1217,15,910,43,568,24,136,
1,15,525,0,1145,15,899,49,568,19,164,
1,1,526,0,1173,16,902,33,576,16,156,
1,2,527,0,1206,14,880,30,599,29,192,
1,3,528,0,1168,11,892,46,545,11,183,
1,4,529,0,1143,22,859,55,577,34,187,
1,5,530,0,1141,14,878,38,571,18,177,
1,6,531,0,1194,16,834,43,550,22,162,
1,7,532,0,1205,20,826,51,564,12,155,
1,8,533,0,1209,20,836,48,571,13,154,
1,9,534,0,1192,22,886,36,569,14,165,
1,10,535,0,1144,19,880,48,532,19,178,
1,11,536,0,1182,13,890,49,574,16,136,
1,12,537,0,1206,17,900,30,559,16,161,
1,13,538,0,1139,14,860,39,559,20,136,
1,14,539,0,1217,15,910,38,575,21,136,
1,15,540,0,1145,15,899,50,561,16,162,
1,1,541,0,1173,16,902,29,588,15,145,
1,2,542,0,1206,14,880,37,600,25,188,
1,3,543,0,1168,11,892,41,552,13,175,
1,4,544,0,1143,22,859,53,571,28,198,
1,5,545,0,1141,14,878,44,571,16,172,
1,6,546,0,1194,16,834,44,552,23,157,
1,7,547,0,1205,20,826,50,567,11,153,
1,8,548,0,1209,20,836,54,573,11,149,
1,9,549,0,1192,22,886,36,574,13,163,
1,10,550,0,1144,19,880,48,536,21,172,
1,11,551,0,1182,13,890,46,580,16,138,
1,12,552,0,1206,17,900,33,558,16,159,
1,13,553,0,1139,14,860,39,563,19,142,
1,14,554,0,1217,15,910,37,579,22,131,
1,15,555,0,1145,15,899,49,568,19,153,
1,1,556,0,1173,16,902,31,587,16,142,
1,2,557,0,1206,14,880,33,597,27,194,
1,3,558,0,1168,11,892,42,553,12,172,
1,4,559,0,1143,22,859,54,580,25,191,
1,5,560,0,1141,14,878,45,573,17,167,
1,6,561,0,1194,16,834,44,555,18,158,
1,7,562,0,1205,20,826,51,567,10,152,
1,8,563,0,1209,20,836,59,573,11,162,
1,9,564,0,1192,22,886,39,575,13,157,
1,10,565,0,1144,19,880,55,529,18,166,
1,11,566,0,1182,13,890,47,584,16,128,
1,12,567,0,1206,17,900,36,558,13,159,
1,13,568,0,1139,14,860,41,564,15,135,
1,14,569,0,1217,15,910,39,578,22,130,
1,15,570,0,1145,15,899,51,567,21,149,
1,1,571,0,1173,16,902,31,588,16,140,
1,2,572,0,1206,14,880,33,598,25,193,
1,3,573,0,1168,11,892,44,554,15,166,
1,4,574,0,1143,22,859,52,581,31,193,
1,5,575,0,1141,14,878,40,580,18,156,
1,6,576,0,1194,16,834,47,554,23,150,
