Open Num,Trial Num,Run Num,Home Care Death,Home Care Recovered,Outpatient Death,Outpatient Recovered,Inpatient Death,Inpatient Recovered,Turned Away Death,Turned Away Recovered,
1,6,12478,0,6788,92,5006,0,0,686,4265,
1,7,12479,0,6750,114,5056,0,0,647,4367,
1,8,12480,0,6642,105,5051,0,0,699,4453,
1,9,12481,0,6778,102,5031,0,0,688,4376,
1,10,12482,0,6564,98,4917,0,0,685,4314,
1,1,12483,0,6719,107,5060,0,0,676,4445,
1,2,12484,0,6823,82,5033,0,0,723,4413,
1,3,12485,0,6752,88,5074,0,0,740,4409,
1,4,12486,0,6744,116,5065,0,0,675,4452,
1,5,12487,0,6886,103,4974,0,0,683,4252,
1,6,12488,0,6788,92,5006,0,0,686,4265,
1,7,12489,0,6750,114,5056,0,0,647,4367,
1,8,12490,0,6642,105,5051,0,0,699,4453,
1,9,12491,0,6778,102,5031,0,0,688,4376,
1,10,12492,0,6564,98,4917,0,0,685,4314,
1,1,12493,0,6719,107,5060,0,0,676,4445,
1,2,12494,0,6823,82,5033,0,0,723,4413,
1,3,12495,0,6752,88,5074,0,0,740,4409,
1,4,12496,0,6744,116,5065,0,0,675,4452,
1,5,12497,0,6886,103,4974,0,0,683,4252,
1,6,12498,0,6788,92,5006,0,0,686,4265,
1,7,12499,0,6750,114,5056,0,0,647,4367,
1,8,12500,0,6642,105,5051,0,0,699,4453,
1,9,12501,0,6778,102,5031,0,0,688,4376,
1,10,12502,0,6564,98,4917,0,0,685,4314,
1,1,12503,0,6719,107,5060,0,0,676,4445,
1,2,12504,0,6823,82,5033,0,0,723,4413,
1,3,12505,0,6752,88,5074,0,0,740,4409,
1,4,12506,0,6744,116,5065,0,0,675,4452,
1,5,12507,0,6886,103,4974,0,0,683,4252,
1,6,12508,0,6788,92,5006,0,0,686,4265,
1,7,12509,0,6750,114,5056,0,0,647,4367,
1,8,12510,0,6642,105,5051,0,0,699,4453,
1,9,12511,0,6778,102,5031,0,0,688,4376,
1,10,12512,0,6564,98,4917,0,0,685,4314,
1,1,12513,0,6719,107,5060,0,0,676,4445,
1,2,12514,0,6823,82,5033,0,0,723,4413,
1,3,12515,0,6752,88,5074,0,0,740,4409,
1,4,12516,0,6744,116,5065,0,0,675,4452,
1,5,12517,0,6886,103,4974,0,0,683,4252,
1,6,12518,0,6788,92,5006,0,0,686,4265,
1,7,12519,0,6750,114,5056,0,0,647,4367,
1,8,12520,0,6642,105,5051,0,0,699,4453,
1,9,12521,0,6778,102,5031,0,0,688,4376,
1,10,12522,0,6564,98,4917,0,0,685,4314,
1,1,12523,0,6719,107,5060,0,0,676,4445,
