Seeking And Acuity,Received: Home,Received: OP,Received: M/S,Received: ICU,Received: Turned Away,Run Number,
Sought: IP,0,5149,0,0,0,9555,
Acuity 1,0,0,0,0,0,9555,
Acuity 2,6752,0,0,0,0,9555,
Acuity 3,0,5162,0,0,0,9555,
Acuity 4,0,3704,0,0,0,9555,
Acuity 5,0,1445,0,0,0,9555,
Sought: Home,6744,0,0,0,0,9556,
Sought: OP,0,5181,0,0,0,9556,
Sought: IP,0,5127,0,0,0,9556,
Acuity 1,0,0,0,0,0,9556,
Acuity 2,6744,0,0,0,0,9556,
Acuity 3,0,5181,0,0,0,9556,
Acuity 4,0,3757,0,0,0,9556,
Acuity 5,0,1370,0,0,0,9556,
Sought: Home,6886,0,0,0,0,9557,
Sought: OP,0,5077,0,0,0,9557,
Sought: IP,0,4935,0,0,0,9557,
Acuity 1,0,0,0,0,0,9557,
Acuity 2,6886,0,0,0,0,9557,
Acuity 3,0,5077,0,0,0,9557,
Acuity 4,0,3602,0,0,0,9557,
Acuity 5,0,1333,0,0,0,9557,
Sought: Home,6788,0,0,0,0,9558,
Sought: OP,0,5098,0,0,0,9558,
Sought: IP,0,4951,0,0,0,9558,
Acuity 1,0,0,0,0,0,9558,
Acuity 2,6788,0,0,0,0,9558,
Acuity 3,0,5098,0,0,0,9558,
Acuity 4,0,3594,0,0,0,9558,
Acuity 5,0,1357,0,0,0,9558,
Sought: Home,6750,0,0,0,0,9559,
Sought: OP,0,5170,0,0,0,9559,
Sought: IP,0,5014,0,0,0,9559,
Acuity 1,0,0,0,0,0,9559,
Acuity 2,6750,0,0,0,0,9559,
Acuity 3,0,5170,0,0,0,9559,
Acuity 4,0,3610,0,0,0,9559,
Acuity 5,0,1404,0,0,0,9559,
Sought: Home,6642,0,0,0,0,9560,
Sought: OP,0,5156,0,0,0,9560,
Sought: IP,0,5152,0,0,0,9560,
Acuity 1,0,0,0,0,0,9560,
Acuity 2,6642,0,0,0,0,9560,
Acuity 3,0,5156,0,0,0,9560,
Acuity 4,0,3748,0,0,0,9560,
Acuity 5,0,1404,0,0,0,9560,
Sought: Home,6778,0,0,0,0,9561,
Sought: OP,0,5133,0,0,0,9561,
Sought: IP,0,5064,0,0,0,9561,
Acuity 1,0,0,0,0,0,9561,
Acuity 2,6778,0,0,0,0,9561,
Acuity 3,0,5133,0,0,0,9561,
Acuity 4,0,3656,0,0,0,9561,
Acuity 5,0,1408,0,0,0,9561,
Sought: Home,6564,0,0,0,0,9562,
Sought: OP,0,5015,0,0,0,9562,
Sought: IP,0,4999,0,0,0,9562,
Acuity 1,0,0,0,0,0,9562,
Acuity 2,6564,0,0,0,0,9562,
Acuity 3,0,5015,0,0,0,9562,
Acuity 4,0,3617,0,0,0,9562,
Acuity 5,0,1382,0,0,0,9562,
Sought: Home,6719,0,0,0,0,9563,
Sought: OP,0,5167,0,0,0,9563,
Sought: IP,0,5121,0,0,0,9563,
Acuity 1,0,0,0,0,0,9563,
Acuity 2,6719,0,0,0,0,9563,
Acuity 3,0,5167,0,0,0,9563,
Acuity 4,0,3746,0,0,0,9563,
Acuity 5,0,1375,0,0,0,9563,
Sought: Home,6823,0,0,0,0,9564,
Sought: OP,0,5115,0,0,0,9564,
Sought: IP,0,5136,0,0,0,9564,
Acuity 1,0,0,0,0,0,9564,
Acuity 2,6823,0,0,0,0,9564,
Acuity 3,0,5115,0,0,0,9564,
Acuity 4,0,3684,0,0,0,9564,
Acuity 5,0,1452,0,0,0,9564,
Sought: Home,6752,0,0,0,0,9565,
Sought: OP,0,5162,0,0,0,9565,
Sought: IP,0,5149,0,0,0,9565,
Acuity 1,0,0,0,0,0,9565,
Acuity 2,6752,0,0,0,0,9565,
Acuity 3,0,5162,0,0,0,9565,
Acuity 4,0,3704,0,0,0,9565,
Acuity 5,0,1445,0,0,0,9565,
Sought: Home,6744,0,0,0,0,9566,
Sought: OP,0,5181,0,0,0,9566,
Sought: IP,0,5127,0,0,0,9566,
Acuity 1,0,0,0,0,0,9566,
Acuity 2,6744,0,0,0,0,9566,
Acuity 3,0,5181,0,0,0,9566,
Acuity 4,0,3757,0,0,0,9566,
Acuity 5,0,1370,0,0,0,9566,
Sought: Home,6886,0,0,0,0,9567,
Sought: OP,0,5077,0,0,0,9567,
Sought: IP,0,4935,0,0,0,9567,
Acuity 1,0,0,0,0,0,9567,
Acuity 2,6886,0,0,0,0,9567,
Acuity 3,0,5077,0,0,0,9567,
Acuity 4,0,3602,0,0,0,9567,
Acuity 5,0,1333,0,0,0,9567,
Sought: Home,6788,0,0,0,0,9568,
Sought: OP,0,5098,0,0,0,9568,
Sought: IP,0,4951,0,0,0,9568,
Acuity 1,0,0,0,0,0,9568,
Acuity 2,6788,0,0,0,0,9568,
Acuity 3,0,5098,0,0,0,9568,
Acuity 4,0,3594,0,0,0,9568,
Acuity 5,0,1357,0,0,0,9568,
Sought: Home,6750,0,0,0,0,9569,
Sought: OP,0,5170,0,0,0,9569,
Sought: IP,0,5014,0,0,0,9569,
Acuity 1,0,0,0,0,0,9569,
Acuity 2,6750,0,0,0,0,9569,
Acuity 3,0,5170,0,0,0,9569,
Acuity 4,0,3610,0,0,0,9569,
Acuity 5,0,1404,0,0,0,9569,
Sought: Home,6642,0,0,0,0,9570,
Sought: OP,0,5156,0,0,0,9570,
Sought: IP,0,5152,0,0,0,9570,
Acuity 1,0,0,0,0,0,9570,
Acuity 2,6642,0,0,0,0,9570,
Acuity 3,0,5156,0,0,0,9570,
Acuity 4,0,3748,0,0,0,9570,
Acuity 5,0,1404,0,0,0,9570,
Sought: Home,6778,0,0,0,0,9571,
Sought: OP,0,5133,0,0,0,9571,
Sought: IP,0,5064,0,0,0,9571,
Acuity 1,0,0,0,0,0,9571,
Acuity 2,6778,0,0,0,0,9571,
Acuity 3,0,5133,0,0,0,9571,
Acuity 4,0,3656,0,0,0,9571,
Acuity 5,0,1408,0,0,0,9571,
Sought: Home,6564,0,0,0,0,9572,
Sought: OP,0,5015,0,0,0,9572,
Sought: IP,0,4999,0,0,0,9572,
Acuity 1,0,0,0,0,0,9572,
Acuity 2,6564,0,0,0,0,9572,
Acuity 3,0,5015,0,0,0,9572,
Acuity 4,0,3617,0,0,0,9572,
Acuity 5,0,1382,0,0,0,9572,
Sought: Home,6719,0,0,0,0,9573,
Sought: OP,0,5167,0,0,0,9573,
Sought: IP,0,5121,0,0,0,9573,
Acuity 1,0,0,0,0,0,9573,
Acuity 2,6719,0,0,0,0,9573,
Acuity 3,0,5167,0,0,0,9573,
Acuity 4,0,3746,0,0,0,9573,
Acuity 5,0,1375,0,0,0,9573,
Sought: Home,6823,0,0,0,0,9574,
Sought: OP,0,5115,0,0,0,9574,
Sought: IP,0,5136,0,0,0,9574,
Acuity 1,0,0,0,0,0,9574,
Acuity 2,6823,0,0,0,0,9574,
Acuity 3,0,5115,0,0,0,9574,
Acuity 4,0,3684,0,0,0,9574,
Acuity 5,0,1452,0,0,0,9574,
Sought: Home,6752,0,0,0,0,9575,
Sought: OP,0,5162,0,0,0,9575,
Sought: IP,0,5149,0,0,0,9575,
Acuity 1,0,0,0,0,0,9575,
Acuity 2,6752,0,0,0,0,9575,
Acuity 3,0,5162,0,0,0,9575,
Acuity 4,0,3704,0,0,0,9575,
Acuity 5,0,1445,0,0,0,9575,
Sought: Home,6744,0,0,0,0,9576,
Sought: OP,0,5181,0,0,0,9576,
Sought: IP,0,5127,0,0,0,9576,
Acuity 1,0,0,0,0,0,9576,
Acuity 2,6744,0,0,0,0,9576,
Acuity 3,0,5181,0,0,0,9576,
Acuity 4,0,3757,0,0,0,9576,
Acuity 5,0,1370,0,0,0,9576,
Sought: Home,6886,0,0,0,0,9577,
Sought: OP,0,5077,0,0,0,9577,
Sought: IP,0,4935,0,0,0,9577,
Acuity 1,0,0,0,0,0,9577,
Acuity 2,6886,0,0,0,0,9577,
Acuity 3,0,5077,0,0,0,9577,
Acuity 4,0,3602,0,0,0,9577,
Acuity 5,0,1333,0,0,0,9577,
Sought: Home,6788,0,0,0,0,9578,
Sought: OP,0,5098,0,0,0,9578,
Sought: IP,0,4951,0,0,0,9578,
Acuity 1,0,0,0,0,0,9578,
Acuity 2,6788,0,0,0,0,9578,
Acuity 3,0,5098,0,0,0,9578,
Acuity 4,0,3594,0,0,0,9578,
Acuity 5,0,1357,0,0,0,9578,
Sought: Home,6750,0,0,0,0,9579,
Sought: OP,0,5170,0,0,0,9579,
Sought: IP,0,5014,0,0,0,9579,
Acuity 1,0,0,0,0,0,9579,
Acuity 2,6750,0,0,0,0,9579,
Acuity 3,0,5170,0,0,0,9579,
Acuity 4,0,3610,0,0,0,9579,
Acuity 5,0,1404,0,0,0,9579,
Sought: Home,6642,0,0,0,0,9580,
Sought: OP,0,5156,0,0,0,9580,
Sought: IP,0,5152,0,0,0,9580,
Acuity 1,0,0,0,0,0,9580,
Acuity 2,6642,0,0,0,0,9580,
Acuity 3,0,5156,0,0,0,9580,
Acuity 4,0,3748,0,0,0,9580,
Acuity 5,0,1404,0,0,0,9580,
Sought: Home,6778,0,0,0,0,9581,
Sought: OP,0,5133,0,0,0,9581,
Sought: IP,0,5064,0,0,0,9581,
Acuity 1,0,0,0,0,0,9581,
Acuity 2,6778,0,0,0,0,9581,
Acuity 3,0,5133,0,0,0,9581,
Acuity 4,0,3656,0,0,0,9581,
Acuity 5,0,1408,0,0,0,9581,
Sought: Home,6564,0,0,0,0,9582,
Sought: OP,0,5015,0,0,0,9582,
Sought: IP,0,4999,0,0,0,9582,
Acuity 1,0,0,0,0,0,9582,
Acuity 2,6564,0,0,0,0,9582,
Acuity 3,0,5015,0,0,0,9582,
Acuity 4,0,3617,0,0,0,9582,
Acuity 5,0,1382,0,0,0,9582,
Sought: Home,6719,0,0,0,0,9583,
Sought: OP,0,5167,0,0,0,9583,
Sought: IP,0,5121,0,0,0,9583,
Acuity 1,0,0,0,0,0,9583,
Acuity 2,6719,0,0,0,0,9583,
Acuity 3,0,5167,0,0,0,9583,
Acuity 4,0,3746,0,0,0,9583,
Acuity 5,0,1375,0,0,0,9583,
Sought: Home,6823,0,0,0,0,9584,
Sought: OP,0,5115,0,0,0,9584,
Sought: IP,0,5136,0,0,0,9584,
Acuity 1,0,0,0,0,0,9584,
Acuity 2,6823,0,0,0,0,9584,
Acuity 3,0,5115,0,0,0,9584,
Acuity 4,0,3684,0,0,0,9584,
Acuity 5,0,1452,0,0,0,9584,
Sought: Home,6752,0,0,0,0,9585,
Sought: OP,0,5162,0,0,0,9585,
Sought: IP,0,5149,0,0,0,9585,
Acuity 1,0,0,0,0,0,9585,
Acuity 2,6752,0,0,0,0,9585,
Acuity 3,0,5162,0,0,0,9585,
Acuity 4,0,3704,0,0,0,9585,
Acuity 5,0,1445,0,0,0,9585,
Sought: Home,6744,0,0,0,0,9586,
Sought: OP,0,5181,0,0,0,9586,
Sought: IP,0,5127,0,0,0,9586,
Acuity 1,0,0,0,0,0,9586,
Acuity 2,6744,0,0,0,0,9586,
Acuity 3,0,5181,0,0,0,9586,
Acuity 4,0,3757,0,0,0,9586,
Acuity 5,0,1370,0,0,0,9586,
Sought: Home,6886,0,0,0,0,9587,
Sought: OP,0,5077,0,0,0,9587,
Sought: IP,0,4935,0,0,0,9587,
Acuity 1,0,0,0,0,0,9587,
Acuity 2,6886,0,0,0,0,9587,
Acuity 3,0,5077,0,0,0,9587,
Acuity 4,0,3602,0,0,0,9587,
Acuity 5,0,1333,0,0,0,9587,
Sought: Home,6788,0,0,0,0,9588,
Sought: OP,0,5098,0,0,0,9588,
Sought: IP,0,4951,0,0,0,9588,
Acuity 1,0,0,0,0,0,9588,
Acuity 2,6788,0,0,0,0,9588,
Acuity 3,0,5098,0,0,0,9588,
Acuity 4,0,3594,0,0,0,9588,
Acuity 5,0,1357,0,0,0,9588,
Sought: Home,6750,0,0,0,0,9589,
Sought: OP,0,5170,0,0,0,9589,
Sought: IP,0,5014,0,0,0,9589,
Acuity 1,0,0,0,0,0,9589,
Acuity 2,6750,0,0,0,0,9589,
Acuity 3,0,5170,0,0,0,9589,
Acuity 4,0,3610,0,0,0,9589,
Acuity 5,0,1404,0,0,0,9589,
Sought: Home,6642,0,0,0,0,9590,
Sought: OP,0,5156,0,0,0,9590,
Sought: IP,0,5152,0,0,0,9590,
Acuity 1,0,0,0,0,0,9590,
Acuity 2,6642,0,0,0,0,9590,
Acuity 3,0,5156,0,0,0,9590,
Acuity 4,0,3748,0,0,0,9590,
Acuity 5,0,1404,0,0,0,9590,
Sought: Home,6778,0,0,0,0,9591,
Sought: OP,0,5133,0,0,0,9591,
Sought: IP,0,5064,0,0,0,9591,
Acuity 1,0,0,0,0,0,9591,
Acuity 2,6778,0,0,0,0,9591,
Acuity 3,0,5133,0,0,0,9591,
Acuity 4,0,3656,0,0,0,9591,
Acuity 5,0,1408,0,0,0,9591,
Sought: Home,6564,0,0,0,0,9592,
Sought: OP,0,5015,0,0,0,9592,
Sought: IP,0,4999,0,0,0,9592,
Acuity 1,0,0,0,0,0,9592,
Acuity 2,6564,0,0,0,0,9592,
Acuity 3,0,5015,0,0,0,9592,
Acuity 4,0,3617,0,0,0,9592,
Acuity 5,0,1382,0,0,0,9592,
Sought: Home,6719,0,0,0,0,9593,
Sought: OP,0,5167,0,0,0,9593,
Sought: IP,0,5121,0,0,0,9593,
Acuity 1,0,0,0,0,0,9593,
Acuity 2,6719,0,0,0,0,9593,
Acuity 3,0,5167,0,0,0,9593,
Acuity 4,0,3746,0,0,0,9593,
Acuity 5,0,1375,0,0,0,9593,
Sought: Home,6823,0,0,0,0,9594,
Sought: OP,0,5115,0,0,0,9594,
Sought: IP,0,5136,0,0,0,9594,
Acuity 1,0,0,0,0,0,9594,
Acuity 2,6823,0,0,0,0,9594,
Acuity 3,0,5115,0,0,0,9594,
Acuity 4,0,3684,0,0,0,9594,
Acuity 5,0,1452,0,0,0,9594,
Sought: Home,6752,0,0,0,0,9595,
Sought: OP,0,5162,0,0,0,9595,
Sought: IP,0,5149,0,0,0,9595,
Acuity 1,0,0,0,0,0,9595,
Acuity 2,6752,0,0,0,0,9595,
Acuity 3,0,5162,0,0,0,9595,
Acuity 4,0,3704,0,0,0,9595,
Acuity 5,0,1445,0,0,0,9595,
Sought: Home,6744,0,0,0,0,9596,
Sought: OP,0,5181,0,0,0,9596,
Sought: IP,0,5127,0,0,0,9596,
Acuity 1,0,0,0,0,0,9596,
Acuity 2,6744,0,0,0,0,9596,
Acuity 3,0,5181,0,0,0,9596,
Acuity 4,0,3757,0,0,0,9596,
Acuity 5,0,1370,0,0,0,9596,
Sought: Home,6886,0,0,0,0,9597,
Sought: OP,0,5077,0,0,0,9597,
Sought: IP,0,4935,0,0,0,9597,
Acuity 1,0,0,0,0,0,9597,
Acuity 2,6886,0,0,0,0,9597,
Acuity 3,0,5077,0,0,0,9597,
Acuity 4,0,3602,0,0,0,9597,
Acuity 5,0,1333,0,0,0,9597,
Sought: Home,6788,0,0,0,0,9598,
Sought: OP,0,5098,0,0,0,9598,
Sought: IP,0,4951,0,0,0,9598,
Acuity 1,0,0,0,0,0,9598,
Acuity 2,6788,0,0,0,0,9598,
Acuity 3,0,5098,0,0,0,9598,
Acuity 4,0,3594,0,0,0,9598,
Acuity 5,0,1357,0,0,0,9598,
Sought: Home,6750,0,0,0,0,9599,
Sought: OP,0,5170,0,0,0,9599,
Sought: IP,0,5014,0,0,0,9599,
Acuity 1,0,0,0,0,0,9599,
Acuity 2,6750,0,0,0,0,9599,
Acuity 3,0,5170,0,0,0,9599,
Acuity 4,0,3610,0,0,0,9599,
Acuity 5,0,1404,0,0,0,9599,
Sought: Home,6642,0,0,0,0,9600,
Sought: OP,0,5156,0,0,0,9600,
Sought: IP,0,5152,0,0,0,9600,
Acuity 1,0,0,0,0,0,9600,
Acuity 2,6642,0,0,0,0,9600,
Acuity 3,0,5156,0,0,0,9600,
Acuity 4,0,3748,0,0,0,9600,
Acuity 5,0,1404,0,0,0,9600,
Sought: Home,6778,0,0,0,0,9601,
Sought: OP,0,5133,0,0,0,9601,
Sought: IP,0,5064,0,0,0,9601,
Acuity 1,0,0,0,0,0,9601,
Acuity 2,6778,0,0,0,0,9601,
Acuity 3,0,5133,0,0,0,9601,
Acuity 4,0,3656,0,0,0,9601,
Acuity 5,0,1408,0,0,0,9601,
Sought: Home,6564,0,0,0,0,9602,
Sought: OP,0,5015,0,0,0,9602,
Sought: IP,0,4999,0,0,0,9602,
Acuity 1,0,0,0,0,0,9602,
Acuity 2,6564,0,0,0,0,9602,
Acuity 3,0,5015,0,0,0,9602,
Acuity 4,0,3617,0,0,0,9602,
Acuity 5,0,1382,0,0,0,9602,
Sought: Home,6719,0,0,0,0,9603,
Sought: OP,0,5167,0,0,0,9603,
Sought: IP,0,5121,0,0,0,9603,
Acuity 1,0,0,0,0,0,9603,
Acuity 2,6719,0,0,0,0,9603,
Acuity 3,0,5167,0,0,0,9603,
Acuity 4,0,3746,0,0,0,9603,
Acuity 5,0,1375,0,0,0,9603,
Sought: Home,6823,0,0,0,0,9604,
Sought: OP,0,5115,0,0,0,9604,
Sought: IP,0,5136,0,0,0,9604,
Acuity 1,0,0,0,0,0,9604,
Acuity 2,6823,0,0,0,0,9604,
Acuity 3,0,5115,0,0,0,9604,
Acuity 4,0,3684,0,0,0,9604,
Acuity 5,0,1452,0,0,0,9604,
Sought: Home,6752,0,0,0,0,9605,
Sought: OP,0,5162,0,0,0,9605,
Sought: IP,0,5149,0,0,0,9605,
Acuity 1,0,0,0,0,0,9605,
Acuity 2,6752,0,0,0,0,9605,
Acuity 3,0,5162,0,0,0,9605,
Acuity 4,0,3704,0,0,0,9605,
Acuity 5,0,1445,0,0,0,9605,
Sought: Home,6744,0,0,0,0,9606,
Sought: OP,0,5181,0,0,0,9606,
Sought: IP,0,5127,0,0,0,9606,
Acuity 1,0,0,0,0,0,9606,
Acuity 2,6744,0,0,0,0,9606,
Acuity 3,0,5181,0,0,0,9606,
Acuity 4,0,3757,0,0,0,9606,
Acuity 5,0,1370,0,0,0,9606,
Sought: Home,6886,0,0,0,0,9607,
Sought: OP,0,5077,0,0,0,9607,
Sought: IP,0,4935,0,0,0,9607,
Acuity 1,0,0,0,0,0,9607,
Acuity 2,6886,0,0,0,0,9607,
Acuity 3,0,5077,0,0,0,9607,
Acuity 4,0,3602,0,0,0,9607,
Acuity 5,0,1333,0,0,0,9607,
Sought: Home,6788,0,0,0,0,9608,
Sought: OP,0,5098,0,0,0,9608,
Sought: IP,0,4951,0,0,0,9608,
Acuity 1,0,0,0,0,0,9608,
Acuity 2,6788,0,0,0,0,9608,
Acuity 3,0,5098,0,0,0,9608,
Acuity 4,0,3594,0,0,0,9608,
Acuity 5,0,1357,0,0,0,9608,
Sought: Home,6750,0,0,0,0,9609,
Sought: OP,0,5170,0,0,0,9609,
Sought: IP,0,5014,0,0,0,9609,
Acuity 1,0,0,0,0,0,9609,
Acuity 2,6750,0,0,0,0,9609,
Acuity 3,0,5170,0,0,0,9609,
Acuity 4,0,3610,0,0,0,9609,
Acuity 5,0,1404,0,0,0,9609,
Sought: Home,6642,0,0,0,0,9610,
Sought: OP,0,5156,0,0,0,9610,
Sought: IP,0,5152,0,0,0,9610,
Acuity 1,0,0,0,0,0,9610,
Acuity 2,6642,0,0,0,0,9610,
Acuity 3,0,5156,0,0,0,9610,
Acuity 4,0,3748,0,0,0,9610,
Acuity 5,0,1404,0,0,0,9610,
Sought: Home,6778,0,0,0,0,9611,
Sought: OP,0,5133,0,0,0,9611,
Sought: IP,0,5064,0,0,0,9611,
Acuity 1,0,0,0,0,0,9611,
Acuity 2,6778,0,0,0,0,9611,
Acuity 3,0,5133,0,0,0,9611,
Acuity 4,0,3656,0,0,0,9611,
Acuity 5,0,1408,0,0,0,9611,
Sought: Home,6564,0,0,0,0,9612,
Sought: OP,0,5015,0,0,0,9612,
Sought: IP,0,4999,0,0,0,9612,
Acuity 1,0,0,0,0,0,9612,
Acuity 2,6564,0,0,0,0,9612,
Acuity 3,0,5015,0,0,0,9612,
Acuity 4,0,3617,0,0,0,9612,
Acuity 5,0,1382,0,0,0,9612,
Sought: Home,6719,0,0,0,0,9613,
Sought: OP,0,5167,0,0,0,9613,
Sought: IP,0,5121,0,0,0,9613,
Acuity 1,0,0,0,0,0,9613,
Acuity 2,6719,0,0,0,0,9613,
Acuity 3,0,5167,0,0,0,9613,
Acuity 4,0,3746,0,0,0,9613,
Acuity 5,0,1375,0,0,0,9613,
Sought: Home,6823,0,0,0,0,9614,
Sought: OP,0,5115,0,0,0,9614,
Sought: IP,0,5136,0,0,0,9614,
Acuity 1,0,0,0,0,0,9614,
Acuity 2,6823,0,0,0,0,9614,
Acuity 3,0,5115,0,0,0,9614,
Acuity 4,0,3684,0,0,0,9614,
Acuity 5,0,1452,0,0,0,9614,
Sought: Home,6752,0,0,0,0,9615,
Sought: OP,0,5162,0,0,0,9615,
Sought: IP,0,5149,0,0,0,9615,
Acuity 1,0,0,0,0,0,9615,
Acuity 2,6752,0,0,0,0,9615,
Acuity 3,0,5162,0,0,0,9615,
Acuity 4,0,3704,0,0,0,9615,
Acuity 5,0,1445,0,0,0,9615,
Sought: Home,6744,0,0,0,0,9616,
Sought: OP,0,5181,0,0,0,9616,
Sought: IP,0,5127,0,0,0,9616,
Acuity 1,0,0,0,0,0,9616,
Acuity 2,6744,0,0,0,0,9616,
Acuity 3,0,5181,0,0,0,9616,
Acuity 4,0,3757,0,0,0,9616,
Acuity 5,0,1370,0,0,0,9616,
Sought: Home,6886,0,0,0,0,9617,
Sought: OP,0,5077,0,0,0,9617,
Sought: IP,0,4935,0,0,0,9617,
Acuity 1,0,0,0,0,0,9617,
Acuity 2,6886,0,0,0,0,9617,
Acuity 3,0,5077,0,0,0,9617,
Acuity 4,0,3602,0,0,0,9617,
Acuity 5,0,1333,0,0,0,9617,
Sought: Home,6788,0,0,0,0,9618,
Sought: OP,0,5098,0,0,0,9618,
Sought: IP,0,4951,0,0,0,9618,
Acuity 1,0,0,0,0,0,9618,
Acuity 2,6788,0,0,0,0,9618,
Acuity 3,0,5098,0,0,0,9618,
Acuity 4,0,3594,0,0,0,9618,
Acuity 5,0,1357,0,0,0,9618,
Sought: Home,6750,0,0,0,0,9619,
Sought: OP,0,5170,0,0,0,9619,
Sought: IP,0,5014,0,0,0,9619,
Acuity 1,0,0,0,0,0,9619,
Acuity 2,6750,0,0,0,0,9619,
Acuity 3,0,5170,0,0,0,9619,
Acuity 4,0,3610,0,0,0,9619,
Acuity 5,0,1404,0,0,0,9619,
Sought: Home,6642,0,0,0,0,9620,
Sought: OP,0,5156,0,0,0,9620,
Sought: IP,0,5152,0,0,0,9620,
Acuity 1,0,0,0,0,0,9620,
Acuity 2,6642,0,0,0,0,9620,
Acuity 3,0,5156,0,0,0,9620,
Acuity 4,0,3748,0,0,0,9620,
Acuity 5,0,1404,0,0,0,9620,
Sought: Home,6778,0,0,0,0,9621,
Sought: OP,0,5133,0,0,0,9621,
Sought: IP,0,5064,0,0,0,9621,
Acuity 1,0,0,0,0,0,9621,
Acuity 2,6778,0,0,0,0,9621,
Acuity 3,0,5133,0,0,0,9621,
Acuity 4,0,3656,0,0,0,9621,
Acuity 5,0,1408,0,0,0,9621,
Sought: Home,6564,0,0,0,0,9622,
Sought: OP,0,5015,0,0,0,9622,
Sought: IP,0,4999,0,0,0,9622,
Acuity 1,0,0,0,0,0,9622,
Acuity 2,6564,0,0,0,0,9622,
Acuity 3,0,5015,0,0,0,9622,
Acuity 4,0,3617,0,0,0,9622,
Acuity 5,0,1382,0,0,0,9622,
Sought: Home,6719,0,0,0,0,9623,
Sought: OP,0,5167,0,0,0,9623,
Sought: IP,0,5121,0,0,0,9623,
Acuity 1,0,0,0,0,0,9623,
Acuity 2,6719,0,0,0,0,9623,
Acuity 3,0,5167,0,0,0,9623,
Acuity 4,0,3746,0,0,0,9623,
Acuity 5,0,1375,0,0,0,9623,
Sought: Home,6823,0,0,0,0,9624,
Sought: OP,0,5115,0,0,0,9624,
Sought: IP,0,5136,0,0,0,9624,
Acuity 1,0,0,0,0,0,9624,
Acuity 2,6823,0,0,0,0,9624,
Acuity 3,0,5115,0,0,0,9624,
Acuity 4,0,3684,0,0,0,9624,
Acuity 5,0,1452,0,0,0,9624,
Sought: Home,6752,0,0,0,0,9625,
Sought: OP,0,5162,0,0,0,9625,
Sought: IP,0,5149,0,0,0,9625,
Acuity 1,0,0,0,0,0,9625,
Acuity 2,6752,0,0,0,0,9625,
Acuity 3,0,5162,0,0,0,9625,
Acuity 4,0,3704,0,0,0,9625,
Acuity 5,0,1445,0,0,0,9625,
Sought: Home,6744,0,0,0,0,9626,
Sought: OP,0,5181,0,0,0,9626,
Sought: IP,0,5127,0,0,0,9626,
Acuity 1,0,0,0,0,0,9626,
Acuity 2,6744,0,0,0,0,9626,
Acuity 3,0,5181,0,0,0,9626,
Acuity 4,0,3757,0,0,0,9626,
Acuity 5,0,1370,0,0,0,9626,
Sought: Home,6886,0,0,0,0,9627,
Sought: OP,0,5077,0,0,0,9627,
Sought: IP,0,4935,0,0,0,9627,
Acuity 1,0,0,0,0,0,9627,
Acuity 2,6886,0,0,0,0,9627,
Acuity 3,0,5077,0,0,0,9627,
Acuity 4,0,3602,0,0,0,9627,
Acuity 5,0,1333,0,0,0,9627,
Sought: Home,6788,0,0,0,0,9628,
Sought: OP,0,5098,0,0,0,9628,
Sought: IP,0,4951,0,0,0,9628,
Acuity 1,0,0,0,0,0,9628,
Acuity 2,6788,0,0,0,0,9628,
Acuity 3,0,5098,0,0,0,9628,
Acuity 4,0,3594,0,0,0,9628,
Acuity 5,0,1357,0,0,0,9628,
Sought: Home,6750,0,0,0,0,9629,
Sought: OP,0,5170,0,0,0,9629,
Sought: IP,0,5014,0,0,0,9629,
Acuity 1,0,0,0,0,0,9629,
Acuity 2,6750,0,0,0,0,9629,
Acuity 3,0,5170,0,0,0,9629,
Acuity 4,0,3610,0,0,0,9629,
Acuity 5,0,1404,0,0,0,9629,
Sought: Home,6642,0,0,0,0,9630,
Sought: OP,0,5156,0,0,0,9630,
Sought: IP,0,5152,0,0,0,9630,
Acuity 1,0,0,0,0,0,9630,
Acuity 2,6642,0,0,0,0,9630,
Acuity 3,0,5156,0,0,0,9630,
Acuity 4,0,3748,0,0,0,9630,
Acuity 5,0,1404,0,0,0,9630,
Sought: Home,6778,0,0,0,0,9631,
Sought: OP,0,5133,0,0,0,9631,
Sought: IP,0,5064,0,0,0,9631,
Acuity 1,0,0,0,0,0,9631,
Acuity 2,6778,0,0,0,0,9631,
Acuity 3,0,5133,0,0,0,9631,
Acuity 4,0,3656,0,0,0,9631,
Acuity 5,0,1408,0,0,0,9631,
Sought: Home,6564,0,0,0,0,9632,
Sought: OP,0,5015,0,0,0,9632,
Sought: IP,0,4999,0,0,0,9632,
Acuity 1,0,0,0,0,0,9632,
Acuity 2,6564,0,0,0,0,9632,
Acuity 3,0,5015,0,0,0,9632,
Acuity 4,0,3617,0,0,0,9632,
Acuity 5,0,1382,0,0,0,9632,
Sought: Home,6719,0,0,0,0,9633,
Sought: OP,0,5167,0,0,0,9633,
Sought: IP,0,5121,0,0,0,9633,
Acuity 1,0,0,0,0,0,9633,
Acuity 2,6719,0,0,0,0,9633,
Acuity 3,0,5167,0,0,0,9633,
Acuity 4,0,3746,0,0,0,9633,
Acuity 5,0,1375,0,0,0,9633,
Sought: Home,6823,0,0,0,0,9634,
Sought: OP,0,5115,0,0,0,9634,
Sought: IP,0,5136,0,0,0,9634,
Acuity 1,0,0,0,0,0,9634,
Acuity 2,6823,0,0,0,0,9634,
Acuity 3,0,5115,0,0,0,9634,
Acuity 4,0,3684,0,0,0,9634,
